productid,brand_name,categories,description,details,img_url,ingredients,keywords,love_count,price,product_id,rev_count,product_name,product_url,size,use
125,Lancôme,"makeup, eye, mascara","What it is:
 An intense, black volumizing mascara that creates full-body, high-volume lashes in a single stroke.

What it does:
 With its creamy, gliding formula and deep, intense color, this volumizing mascara creates instant lash drama in a sin","What it is:
An intense, black volumizing mascara that creates full-body, high-volume lashes in a single stroke.

What it does:
With its creamy, gliding formula and deep, intense color, this volumizing mascara creates instant lash drama in a single coat—without clumping or flaking. Hypnôse Drama’s full-contact brush features an S-shaped curve to grasp and evenly coat lashes from root to tip for big, bold, buildable volume.See instantly bold lashes with a fake-lash effect.

Beauty tip:
Smooth the appearance of wrinkles, fade dark circles, and boost radiance by applying Lancôme Rénergie Lift Multi-Action Eye around the eye before adding mascara.",http://www.sephora.com/productimages/sku/s1197458-main-Lhero.jpg,,hypnose drama instant full body volume mascara,20000,27.5,P244006,2360,HYPNÔSE DRAMA Instant Full Body Volume Mascara,http://www.sephora.com/hypnose-drama-instant-full-body-volume-mascara-P244006,0.22 oz/ 6 mL,"Suggested Usage:
-Using the full contact brush, with its S-shaped curve, apply to lashes for eye-popping, full body fringe in one stroke - mega volume.
-Utilize the S-shaped brush to fill the base of lashes and fan outer corners. Hit selected areas of the lash with extra volume.
-With the brush curved with the eye, push into lashes and work from side to side. Rotate brush so the curve is “cradling” the lashes, then pull straight up and out.
-Point wand straight up or down, push or pull the brush from the root to tips of lashes."
488,Giorgio Armani Beauty,"makeup, face, foundation","Shop Giorgio Armani’s Luminous Silk Powder Foundation at Sephora. The oil-free, hydrating liquid foundation creates a radiant, lightweight finish.","What it is:
An oil-free, award-winning, lightweight powder foundation with a radiant, luminous finish.

What it does:
Inspired by the silk chantung worn by kings and emperors, Luminous Silk Powder Foundation captures the glow of flawless skin. This hydrating foundation glides on seamlessly, for all-day, buildable coverage that leaves an ultrasmooth finish. This award-winning foundation is formulated with Micro-fil— technology, which fuses high impact pigments and weightless texture for a lightweight formula.

What else you need to know:
Luminous Silk Powder Foundation is an InStyle Best Beauty Buy award-winner for ""Best Liquid Foundation"" and ""Perfect Match, #1 Makeup Artist's Choice"" for the 10th Year in a row.

""These products are directly inspired by the way I choose fabrics for my collections. They allow the natural glow of the skin to come through no matter how many layers you apply.""—Giorgio Armani

""Quite simply, the best foundation there is.""—Linda Cantello, International Makeup Artist",http://www.sephora.com/productimages/sku/s1755453-main-Lhero.jpg,"5.5
-Micro-fil Technology: Provides translucent radiance and a flawless finish.",luminous silk powder foundation,10000,62.0,P399928,80,Luminous Silk Powder Foundation,http://www.sephora.com/luminous-silk-powder-foundation-P399928,0.31 oz,"Suggested Usage:
-Apply with the blender brush for a seamless, airbrushed finish."
568,TOM FORD,"makeup, lip, lipstick",Shop Tom Ford’s Moisturecore Lip Color at Sephora. The lip product has two formulas to hydrate and deliver a pop of shimmery color.,"What it is:
A luminous, lightweight lipstick with an innovative, moisturizing liquid core.

What it does:
Moisturecore Lip Color has a liquid core that's infused with passion fruit oil to provide lips with luxurious moisture in a pink pop of color. It’s infused with an exotic blend of melon fruit extract, murumuru butter, and plant-derived esters to condition lips, and a luminous lip color encases the center. Subtle flecks of golden pearl flatter bronzed, summer skin, and the shades range from sandy nude to rosy mauve, creating a soft veil of lightweight color that lasts for hours.

What else you need to know:
Remote private islands where summer lasts all year and one day seamlessly blends into the next inspire the TOM FORD Soleil Collection, a sensuous series of bronzers, highlighters, and skin care designed to illuminate summer.",http://www.sephora.com/productimages/sku/s1813583-main-Lhero.jpg,,moisturecore lip color,5787,55.0,P407305,24,Moisturecore Lip Color,http://www.sephora.com/moisturecore-lip-color-P407305,0.1 oz,
18,Lancôme,"makeup, face, foundation","What it is:An ultra-versatile, multitasking powder and foundation in one.

What it does:This portable compact is a powerful multitasker that provides sheer to full, buildable coverage. Dual Finish offers a virtually weightless feel for a natural ma","<What it is:
An ultra-versatile, multitasking powder and foundation in one.

What it does:
This portable compact is a powerful multitasker that provides sheer to full, buildable coverage. Dual Finish offers a virtually weightless feel for a natural matte finish that lasts all day, and it can be applied wet or dry, depending on the desired effect. Perfect for on-the-go touch-ups, use it for contouring and highlighting, makeup setting, color softening, and spot coverage.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates",http://www.sephora.com/productimages/sku/s135558-main-Lhero.jpg,"Matte 100 Porcelelaine Delicate (C)
Talc, Mineral Oil, Squalane, Zinc Laurate, Stearic Acid, Linalool, Geraniol, Glyceryl Stearate, Triethanolamine, Isoeugenol, Cholesterol, Coumarin, Aluminum Myristates/Palmitates, Cinnamyl Alcohol, Farnesol, Limonene, Lanolin, Hydroxycitronellal, Petrolatum, Citronellol, Benzyl Benzoate, Benzyl Salicylate, Fragrance, Alpha-Isomethyl Ionone, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Hexyl Cinnamal, Butylparaben, May Contain: Mica, Titanium Dioxide, Iron Oxides.",dual finish multi tasking longwear powder foundation,10000,39.5,P54419,955,DUAL FINISH – Multi-tasking Longwear Powder Foundation,http://www.sephora.com/dual-finish-multi-tasking-longwear-powder-foundation-P54419,,"Suggested Usage:
-Dual Finish may be applied wet or dry.
-For a sheer, natural matte effect, apply over daytime moisturizer or primer with the enclosed compact puff, or “dust” on with a powder brush.
-For a full-coverage, flawless, matte finish, blend or “stipple” product on skin with a damp sponge.
-As a powder, puff and brush on dry over any Lancôme foundation."
212,tarte,"makeup, face, face primer","What it is: A skin-perfecting mattifying base and pore refiner.


What it does: This primer not only helps keep your makeup in place for up to 12 hours of perfect wear time, but also refines the appearance of pores and diffuses fine lines and impe","What it is:
A skin-perfecting mattifying base and pore refiner.

What it does:
This primer not only helps keep your makeup in place for up to 12 hours of perfect wear time, but also refines the appearance of pores and diffuses fine lines and imperfections while delivering natural fruit- and plant-derived extracts to deliver antiaging and skin-restorative benefits to your skin. It refines the appearance of pores and diffuses fine lines and masks imperfections. Just one application leaves skin looking instantly smoother, softer, and refined.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
-T5 Super Fruit Complex™: Loaded with naturally occurring, antioxidant rich nutrients and vitamins that have been known to deliver refining, antiaging, and skin-restorative benefits with each application. This product is vegan.",http://www.sephora.com/productimages/sku/s1404599-main-Lhero.jpg,"-Avocado Oil: Pressed from the fleshy pulp surrounding the pit, this natural oil is rich in vitamins A, B1, B2, D, E and protein and has known skin-soothing properties.
-Echinacea Root Extract: Provides antibacterial properties that have been known to decrease inflammation and promote tissue regeneration.
-Hibiscus Flower Extract: Contains antioxidant properties, which help to maintain the skin's elasticity.
-Rosemary Leaf Extract: Derived from a shrub native to the Mediterranean, this natural herbal extract has been known to increase blood circulation.
-Safflower Seed Oil: A vegetable-derived oil with deep moisturizing capabilities which has been used to treat eczema.

Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasilixane, Vitis Vinifera (Grape) Seed Oil, Lycium Barbarum Fruit Extract, Euterpe Oleracea Fruit Extract, Malpighia Punicifolia (Acerola) Fruit Extract, Punica Granatum Extract, Passiflora Incarnate Fruit Extract, Tocopheryl Acetate, Persea Gratissima (Avocado) Oil, Carthamus Tinctorius (Safflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hibiscus Rosa-Sinsensis Flower/Leaf Extract, Mica, Echinacea Angustilfolia Extract, Centella Asiatica Extract, Phenoxyethanol.",clean slate poreless 12 hr perfecting primer,20000,31.0,P310018,501,Clean Slate Poreless 12-Hr Perfecting Primer,http://www.sephora.com/clean-slate-poreless-12-hr-perfecting-primer-P310018,1 oz,"Suggested Usage
-Smooth a pearl-size amount onto skin (pre-foundation), or dab under eyes and on eyelids for the ultimate clean slate."
548,The Estée Edit,"makeup, face, face primer","Which skin type is it good for?
✔ Normal
✔ Combination
✔ Dry
What it is:
 An easy, glide-on stick that's great to use alone, as a primer, or over makeup any time of day to blur the look of pores, while minimizing shine and o","Which skin type is it good for?
✔ Normal
✔ Combination
✔ Dry

What it is:
An easy, glide-on stick that's great to use alone, as a primer, or over makeup any time of day to blur the look of pores, while minimizing shine and oil.

Solutions for:
- Pores
- Oiliness
- Uneven skin tone

If you want to know more…
Banish the look of pores—instantly—with the Pore Vanishing Stick. With a single swipe, pores appear blurred, skin tone looks more even, and shine and oil are reduced. This dual-action formula has an outer core of oil-absorbing powders and an inner core with a sheer pigment that fits all skin tones. Portable and easy to apply, it can be used alone for a natural-looking, flawless finish, as a shine-busting primer under makeup, or to refresh makeup for a velvet-smooth finish.

What it is formulated WITHOUT:
- Parabens

What else you need to know:
The perfect primer for under tinted moisturizer or foundation. For a sheer coverage and a natural glow, try Skin Glowing Balm Makeup with Pink Peony. For full coverage, try Estée Lauder’s Double Wear Stay-in-Place Makeup. For a picture-perfect finish, set with The Estée Edit Flash Photo Powder, a translucent, sheer finishing powder with a blue-hue to instantly brighten your skin.",http://www.sephora.com/productimages/sku/s1802917-main-Lhero.jpg,"-Non-pearl Optics: Blur the look of pores without adding shine.
-Oil-absorbing Powders: Control shine and oils without ever feeling heavy on the skin.",pore vanishing stick,10000,28.0,P406534,1266,Pore Vanishing Stick,http://www.sephora.com/pore-vanishing-stick-P406534,0.24 oz,"Suggested Usage:
-Just glide to apply.
-Use under makeup as a primer or over makeup for touch-ups on the go."
326,Too Faced,"makeup, lip, lipstick","What it is:An intensely saturated lip color with a precise tip applicator.
What it does:The shine of a gloss, lasting power of a stain, and pigment-packed color of a liquid lipstick, all in one high-impact formula. Bold, long-wearing color glides on","What it is:
An intensely saturated lip color with a precise tip applicator.

What it does:
The shine of a gloss, lasting power of a stain, and pigment-packed color of a liquid lipstick, all in one high-impact formula. Bold, long-wearing color glides on cleanly with the precision tip applicator, delivering rich color with staying power.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
A precision tip applicator eliminates the need for a lip liner, making this formula easier to apply.

Beauty Tip:
Layer with your favorite lip plumper for luscious, fuller-looking lips.",http://www.sephora.com/productimages/sku/s1603976-main-Lhero.jpg,"Melted Violet
Ricinus Communis (Castor) Seed Oil, Caprylic/Capric Triglyceride, Dicalcium Phosphate Stearalkonium Bentonite, Silica Silylate, Propylene Carbonate, Synthetic Fluorphlogopite, Disteardimonium Hectorite, Aroma/Flavor, Tocopheryl Acetate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate. May Contain (+/-): Red 28 Lake (CI 45410), Red 7 Lake (CI 15850), Red 6 (CI 15850), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).",melted liquified long wear lipstick,160000,21.0,P386033,2241,Melted Liquified Long Wear Lipstick,http://www.sephora.com/melted-liquified-long-wear-lipstick-P386033,0.4 oz/ 12 mL,
41,bareMinerals,"makeup, face, setting spray & powder","What it is:
An allover face powder that highlights your complexion with a touch of radiance. 

What it does:
Give skin a dewy, gorgeous glow with bareMinerals All-Over Face Color. Its illuminating minerals enhances your complexion with natural-lo","What it is:
An allover face powder that highlights your complexion with a touch of radiance.

What it does:
Give skin a dewy, gorgeous glow with bareMinerals All-Over Face Color. Its illuminating minerals enhances your complexion with natural-looking luminosity. Just dust it where the light naturally hits your face, including the forehead, cheeks, browbones, and the bridge of your nose.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is free of synthetic fragrances, synthetic dyes, and petrochemicals.",http://www.sephora.com/productimages/sku/s1164771-main-Lhero.jpg,"Warmth
Mica (CI 77019), Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891), Iron Oxides (CI 77499, CI 77492, CI 77491), Ultramarines (CI 77007), Kaolin, Carmine (CI 75470).",bareminerals all over face color,40000,21.0,P61005,3279,bareMinerals All-Over Face Color,http://www.sephora.com/bareminerals-all-over-face-color-P61005,0.05 oz/ 1.5 g,"Suggested Usage:
-Swirl a small amount into the lid, using the Angled Face Brush, until all the Faux Tan has been tucked into the bristles.
-Tap away any excess. There should be no visible powder on the outside of the brush.
-Buff onto areas sun would naturally hit your face such as forehead, browbones, cheeks, and the bridge of nose.
-Apply on top of bareMinerals SPF 15 Foundation."
296,Estée Lauder,"makeup, face, concealer","What it is:
A 15-hour lightweight cream concealer that delivers the appearance of flawless skin all day long.
What it does:

Achieve definitive, flawless skin with Estēe Lauder’s Double Wear Stay-in-Place Flawless Wear Concealer. Easily blen","What it is:
A 15-hour lightweight cream concealer that delivers the appearance of flawless skin all day long.

What it does:
Achieve definitive, flawless skin with Estēe Lauder’s Double Wear Stay-in-Place Flawless Wear Concealer. Easily blendable, this budge-proof makeup is formulated with minerals and emollients that condition skin, leaving it soft and smooth instead of greasy. An oil-free formula that is transfer-resistant and color-true with medium, buildable coverage, it won’t slip off or melt away from water, perspiration, or humidity.",http://www.sephora.com/productimages/sku/s1465004-main-Lhero.jpg,,double wear stay in place flawless wear concealer,10000,25.0,P379951,184,Double Wear Stay-In-Place Flawless Wear Concealer,http://www.sephora.com/double-wear-stay-in-place-flawless-wear-concealer-P379951,0.24 oz/ 7 mL,"Suggested Usage:
-Choose a concealer shade that matches your foundation or is one shade lighter.
-For best results, apply concealer after applying your foundation.
-Use with Concealer Brush 5.
-Swipe concealer to back of hand, then smooth on over desired area with brush.
-Blend well.
-For darkness around the eyes, go with a slightly lighter shade than your foundation.
-For puffiness, use a slightly darker shade than your foundation.
-For uneven skintone, wear the same exact shade as your foundation."
483,Christian Louboutin,"makeup, lip, lipstick",Shop CHRISTIAN LOUBOUTIN’s Silky Satin Lip Colour at Sephora. The lasting lip color in light to deep tones in a jewelry box with a silk pouch.,"What it is:
A long-lasting, silky-satin lip color that glides on luxurious color, a sensuous texture, and superior wear.

What it does:
This unique blend of ultra-fine color pigments express deep and generous color with a silky satin finish. Formulated with a complex of natural oils and seed butters, it enhances moisture for up to four hours and creates a protective effect against dryness. This lip color is available in a universal shade palette, ranging from light to deep tones, across mid-tonal and bright hues of pinks to berries, reds and corals, and nudes and browns.

Presented in a jewelry box and offered with a silk carrying pouch, the design mirrors an objet d'art so intimate as to be worn like a precious jewel; it transforms a forgotten object into a woman's magic wand. The colors are available in three finishes—silky satin, velvet matte, and sheer voile—each with its own design. Each lip color features a unique elixir vial design with a silk ribbon to transform the lipstick into a necklace. The solid black or gold metal body holds the iconic Rouge Louboutin lip color.

What else you need to know:
Designer and creator of objects, Christian Louboutin has transformed the everyday lipstick into a woman’s magic talisman. This lip color represents a beautiful objet d’art worthy of display, yet so intimate as to be worn like a precious jewel. Inspired by Babylonian Architecture, the design captures the ornate aesthetics of Middle Eastern antiquities and the Art Deco movement.

These lipsticks are sold separately, at $90 each. Each Rouge Louboutin shade comes in a black lipstick case, and all the other shades are encased in a gold case.",http://www.sephora.com/productimages/sku/s1749878-main-Lhero.jpg,"Rouge Louboutin
Hydrogenated Polyisobutene, Diisostearyl Malate, Triisostearyl Citrate, Synthetic Wax, Dimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Polyethylene, Nylon-12, Polyglyceryl-2 Triisostearate, Theobroma Grandiflorum Seed Butter, Vp/Hexadecene Copolymer, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Cera Alba/Beeswax/Cire D’abeille, Synthetic Fluorphlogopite, Behenic Acid, Euphorbia Cerifera (Candelilla) Wax, Hydroxyapatite, Coffea Arabica (Coffee) Seed Oil, Elaeis Guineensis (Palm) Oil, Gossypium Herbaceum (Cotton) Seed Oil, Mauritia Flexuosa Fruit Oil, Astrocaryum Murumuru Seed Butter, Bidens Pilosa Extract, Linum Usitatissimum (Linseed) Seed Oil, Fragrance, Isopropyl Titanium Triisostearate, Tocopherol, Simethicone, Phenoxyethanol, Tocopherol, Tin Oxide, Alpha-Isomethyl Ionone, Anise Alcohol, Benzyl Alcohol, Hydroxycitronellal, Limonene, Linalool, Silica. [(+/-) May Contain, Mica (Ci 77019), Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci77499), Carmine (Ci 75470), Red 6 (Ci 15850), Red 7 (Ci 15850), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985), Blue 1 Lake (Ci 42090)].",silky satin lip colour,20000,90.0,P400556,66,Silky Satin Lip Colour,http://www.sephora.com/silky-satin-lip-colour-P400556,0.134 oz,"Suggested Usage:
-Apply the rich Silky Satin formula directly from the tube.
-For enhanced results, use with Christian Louboutin's Lip Definer.
-Shop different finishes: Try the Sheer Voile Lip Colour and the Velvet Matte Lip Colour for a completely different lip look (sold separately)."
446,Erborian,"skincare, moisturizers, bb & cc creams","What it is:A multitasking BB cream enriched with ginseng for flawless-looking coverage and protection, helping to refine skin's texture so it is visibly smoother and softer.

What it is formulated to do:- This smoothing, protecting BB cream formula","What it is:
A multitasking BB cream enriched with ginseng for flawless-looking coverage and protection, helping to refine skin's texture so it is visibly smoother and softer.

What it is formulated to do:
- This smoothing, protecting BB cream formula hydrates and evens out the complexion
- Features SPF 20 sun protection
- Comes in two shades

This versatile BB Cr ème Clair blends skin care with color coverage. It’s enriched with ginseng to help to moisturize, visibly plump the skin, even out the complexion, and reduce the appearance of blemishes. The broad-spectrum SPF 20 protects skin from harmful UVA/UVB rays, while the silky cream leaves skin with a velvety finish. Skin's texture feels refined with a ""baby skin"" effect.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
Ginseng is ideal for skin care formulations as it is so rich in moisturizing and smoothing properties. Requiring lots of love and care, ginseng takes four to six years to reach maturity before it can be harvested. During the growth process, the ginseng root pulls many nutrients from the soil—making it a prized ingredient for skin care.",http://www.sephora.com/productimages/sku/s1705839-main-Lhero.jpg,"Clair
-Ethylhexy l Methoxycinnamate, Octinoxate, Titanium Dioxide, and Zinc Oxide: Provide sunscreen properties.
-Ginseng: Moisturizes and smooths.

Water, Cyclomethicone, Glycerin, Peg-10 Dimethicone, Dipropylene Glycol, Di-Methicone, Talc, Isoeicosane, Hexyl Laurate, Disteardimonium Hectorite, Betaine, Panax Ginseng Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Portulaca Oleracea Extract, Dioscorea Villosa (Wild Yam) Root Extract, Mequisetum Giganteum Extract, Kigelia Africana Fruit Extract, Hydrogenated Starch Hydrolysate, Ethylhexylglycerin, Tocopheryl Acetate, Magne, Sium Sulfate, Silica, Glycosyl Trehalose, Aluminum Hydroxide, Palmitic Acid, Stearic Acid, Phenoxyethanol , Butylene Glycol, Acrylates/Dimethicone Co -Polymer, Dimethicone /Vinyl Di-Methicone Crosspolymer, Methicone, Vinyl Dimethicone /Methicone Silsesquioxane Crosspolymer, Fragrance, Alpha-Isomethyl Ionone, Hexyl Cinnamal, Linalool, Citronellol, Geraniol , Eugenol, Limonene, Ci 77492/Iron Oxides , Ci 77499/Iron Oxides, Ci 77491/Iron Oxide.",bb creme clair,7876,39.0,P396093,118,BB Crème,http://www.sephora.com/bb-creme-clair-P396093,1.5 oz,"Suggested Usage:
-Apply a thin layer after skin care regimen for flawless-looking skin."
224,stila,"makeup, lip, lipstick","What it is:A highly-pigmented, liquid lipstick that's weightless on the lips and delivers long-lasting coverage.

What it does:This creamy, full-coverage lip color provides intense hydration with bold, long-lasting pigment that stays put for up to ","What it is:
A highly-pigmented, liquid lipstick that's weightless on the lips and delivers long-lasting coverage.

What it does:
This creamy, full-coverage lip color provides intense hydration with bold, long-lasting pigment that stays put for up to six hours of continuous wear. Featuring an array of matte and shimmer shades, this lip formula imparts a comfortable texture that feels lightweight on lips, and its color-rich formula does not bleed or transfer. Enriched with vitamin E and avocado oil, Stay All Day® Liquid Lipstick hydrates and softens lips so they look and feel beautiful.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is free of synthetic dyes, petrochemicals, GMOs, and triclosan.",http://www.sephora.com/productimages/sku/s1905488-main-Lhero.jpg,,stay all day liquid lipstick,150000,24.0,P374936,2656,Stay All Day® Liquid Lipstick,http://www.sephora.com/stay-all-day-liquid-lipstick-P374936,0.10 oz/ 3 mL,"Suggested Usage:
-Apply directly to lips with brush applicator."
168,NARS,"makeup, face, highlighter","What it is:A multifunctional face product that gives skin a refreshed luminosity.What it does:This light-reflecting liquid glides on to refresh and enhance the complexion, creating a shimmering incandescence. Wear it alone, or pair it with makeup to ","What it is:
A multifunctional face product that gives skin a refreshed luminosity.

What it does:
This light-reflecting liquid glides on to refresh and enhance the complexion, creating a shimmering incandescence. Wear it alone, or pair it with makeup to transform your skin from ordinary to extraordinary.",http://www.sephora.com/productimages/sku/s1307552-main-Lhero.jpg,"Orgasm
Water, Glycerin, Butylene Glycol, Pentaerythrityl Tetraethylhexanoate, Sorbitol, Peg-32, Dimethicone, Cyclomethicone, Trimethylsiloxysilicate, Peg-6, Ethylhexylglycerin, Sorbitan Stearate, Cetyl Alcohol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Phenoxyethanol, Polysorbate 60, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Steareth-8, Dipropylene Glycol, Sodium Magnesium Silicate, Ribes Nigrum [Ribes Nigrum (Black Currant) Seed Oil], Rubus Idaeus [Rubus Idaeus (Raspberry) Seed Oil], Trisodium Edta, Tocopheryl Acetate, Citrus Aurantium Dulcis [Citrus Aurantium Dulcis (Orange) Fruit Extract], Rubus Chamaemorus (Rubus Chamaemorus Seed Oil), Panthenol, Bisabolol, Boswellia Serrata (Boswellia Serrata Gum), Sodium Hyaluronate, Limonene, [+/- (May Contain): Mica, Ci 77891 (Titanium Dioxide), Ci 77491 (Iron Oxides), Ci 77492 (Iron Oxides), Ci 77499 (Iron Oxides), Ci 75470 (Carmine)].",illuminator,40000,30.0,P284301,1154,Illuminator,http://www.sephora.com/illuminator-P284301,1.1 oz,"Suggested Usage:
-The illuminator can be applied all over the face, mixed with foundation, or used as a highlighter, over or under makeup.
-Apply it to face, neck, shoulders, or décolleté."
380,Kat Von D,"makeup, face, contour","What it is:An exclusive contour palette featuring three shades for contouring and three shades for highlighting, designed to shape and define facial features to create a look of authentic dimensionality.
What it does:An expert sketch artist, Kat Von","What it is:
An exclusive contour palette featuring three shades for contouring and three shades for highlighting, designed to shape and define facial features to create a look of authentic dimensionality.

What it does:
An expert sketch artist, Kat Von D uses shadow and light to create depth and dimension in her captivating portraits, infusing them with lifelike authenticity. Take artistry shading into your own hands with this Shade + Light Contour Palette. Effortlessly sculpt, chisel, shape, and slenderize your features for enhanced definition. Unlike traditional bronzing powders, the Shade + Light Contour Palette is loaded with a unique selection of matte shades that capture the true hues of shadow and light. The three contour shades create realistic shadows to recede facial features, while the three highlight shades impart a soft luminosity to amplify dimension. A true artist's palette specially designed to be used with the Shade + Light Contour Brush, these silky, buildable powders blend effortlessly into the skin for a flawless, fade-proof finish that flatters every skin tone and face shape. This set is exclusively available at Sephora.

This palette contains:
- 3 x 0.16 oz Shade powder in Sombre (true taupe), Shadowplay (soft brown), Subconscious (deep brown)
- 3 x 0.08 oz Light powder in Lucid (pinkish nude), Lyric (yellow beige), Levitation (soft peach)
- Illustrated tutorial insert

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
The Shade + Light Contour Brush is sold separately.

Follow the included insert, illustrated by Kat herself, and master the art of contouring with three simple techniques:
Define the cheekbones to sculpt and chisel your appearance.
Slim the face to slenderize features and define the jawline.
Shape the nose to taper and balance your silhouette.

""The true inspiration behind the Shade + Light Contour Palette comes from all these years of trying to understand the usage of shadows and light within the portraits I draw.""—Kat Von D

For best results, apply with the Shade + Light Contour Brush (sold separately).",http://www.sephora.com/productimages/sku/s1654110-main-Lhero.jpg,,shade light contour palette,180000,46.0,P392129,2835,Shade + Light Contour Palette,http://www.sephora.com/shade-light-contour-palette-P392129,,"Suggested Usage:
-Use shade powders to create shadow and recede facial features; use light powders to highlight and enhance.
-For the perfect sculpted cheeks, apply a shade powder along the entire length of the cheekbone and blend any visible lines. Apply a light powder at the high point of your cheeks and blend toward the hairline.
-Discover more ways to contour on Kat Von D’s illustrated tutorial insert, included with the Shade + Light Contour Palette."
378,Smashbox,"makeup, face, face primer","Shop Smashbox’s Photo Finish Primer Water at Sephora. The primer and setting spray hydrates, preps, and refreshes skin.","What it is:
A two-in-one primer and setting spray that hydrates, preps, and refreshes skin.

What it does:
Mists on Photo Finish Primer Water to add radiance and prep skin for makeup application. It instantly absorbs into skin for lasting hydration, leaving it looking ultrasoft. It delivers revitalizing electrolytes that reawaken skin and restore moisture. Just use it as a setting spray to refresh makeup throughout the day.

What it is formulated WITHOUT:
- Parabens
- Phthalates

What else you need to know:
""I use it as a primer before makeup, as a setting spray to help keep makeup in place, and as a misting spray throughout the day to refresh skin. It’s like a spa in a bottle!""—Lori Taylor Davis, Global Pro Lead Artist at Smashbox

This product is non-acnegenic, ophthalmologist and dermatologist tested, and works for all skin types. It’s free of silicone, talc, and sodium lauryl sulfate.",http://www.sephora.com/productimages/sku/s1681303-main-Lhero.jpg,"3.9 oz
Water, Butylene Glycol, Caffeine, Magnesium Chloride, Calcium Chloride, Sodium Sulfate, Potassium Nitrate, Potassium Phosphate, Polysorbate 80, Diamond Powder, Fragrance, Limonene, Linalool, Citral, Phenoxyethanol, Sodium Benzoate.",smashbox photo finish primer water,60000,32.0,P392347,860,Photo Finish Primer Water,http://www.sephora.com/smashbox-photo-finish-primer-water-P392347,,"Suggested Usage:
-Hold bottle eight to 10 inches away from the face and mist onto skin evenly.
-For an extra refreshing mist, try storing it in the fridge.
-Use to refresh throughout the day."
844,Bobbi Brown,"makeup, cheek, cheek palettes","Shop Bobbi Brown’s Cheek Glow Palette at Sephora. It has a Pot Rouge Cream Blush and a Cream Illuminator to be blended for fresh, glowing skin.","What it is:
A two-in-one compact, featuring a Pot Rouge Cream Blush and a Cream Illuminator—just swipe and blend for fresh, glowing skin.

What it does:
Bobbi Brown created this limited-edition palette to make it easy for anyone to get her signature glow. The creamy, comfortable formulas layer together seamlessly and melt into the skin for a lit-from-within glow.

This palette contains:
- 0.15 oz/ 4.43 mL Pot Rouge Cream Blush
- 0.15 oz/ 4.43 mL Cream Illuminator",http://www.sephora.com/productimages/sku/s1889013-main-Lhero.jpg,,cheek glow palette,2178,50.0,P415780,5,Cheek Glow Palette,http://www.sephora.com/cheek-glow-palette-P415780,2 x 0.15 oz/ 4.4 g,"Suggested Usage:
-Bobbi's creamy Pot Rouge Cream Blush formula can also be pressed onto lips for a subtle stain.
-Press Pot Rouge formula onto cheeks with fingers, then blend color back toward the hairline for the most natural effect.
-Blend cream illuminator on top of cheekbones, under the brow bone, or on the Cupid's bow—and anywhere you want to highlight."
